sessao_id,data_acesso,hora_acesso,dia_semana,origem_trafego,dispositivo,tempo_carregamento_seg,tempo_pagina_produto,visualizacoes_reviews,adicionou_carrinho,concluiu_compra,valor_pedido,cupom_usado,margem_percentual,ticket_medio_calculado,taxa_conversao_registrada,prob_adicao_carrinho_prevista,score_qualidade_visita,categoria_produto,uf_cliente,tipo_usuario,canal_aquisicao,conversao_final
109446,2025-02-17T23:00:00.000000000,12:00,seg,insta,desk,3.25,118.72,10,1,1,125.02,sim,56.8,128.79,99.13,1.96,98.48,eletronico,SP,recorrente,SEO,1
113346,2025-02-12T10:00:00.000000000,12:00,seg,Direct,desk,3.59,118.64,15,0,1,172.33,sim,0.86,168.49,96.46,0.99,78.54,eletronicos,PR,REC,Ads,0
113393,2025-01-02T22:00:00.000000000,12:00,seg,paid,mob,7.17,55.1,0,0,1,627.7,cupom,18.91,576.35,43.17,0.39,21.51,eletronico,BA,novo,Social,0
109411,1899-01-01,12:00,terca,ORGANIC,cel,3.55,73.44,13,0,1,332.6,0,27.25,266.46,20.82,-0.73,92.32,eletronico,BA,recorrente,Direct,0
108388,2025-04-25T19:00:00.000000000,26:30:00,terca,ORGANIC,mobile,06.08,119.73,16,1,0,661.6,nao,27.31,619.91,105.88,1.15,29.52,moda,PE,REC,Ads,0
119396,2025-03-23T04:00:00.000000000,12:00,terca,Email,desktop,0.44,118.08,15,1,0,323.01,nao,-11.11,346.9,108.21,-0.46,11.27,casa,SP,novo,Direct,1
109093,2025-01-13T12:00:00.000000000,12:00,seg,email,Desktop,0.97,102.49,14,0,1,300.44,sim,11.5,246.93,111.34,0.68,27.81,BELEZA,RS,novo,Email,0
116805,2025-04-16T13:00:00.000000000,12:00,2feira,ORGANIC,cel,06.06,90.83,11,1,0,375.79,0,33.88,412.38,28.67,-0.97,04.01,beleza,BA,Novo,Social,0
107955,2025-04-04T08:00:00.000000000,12:00,terca,Email,desktop,4.4,107.86,15,0,0,508.23,sim,30.11,463.06,149.19,1.95,65.97,BELEZA,RJ,recorrente,Email,0
104901,2025-02-26T16:00:00.000000000,12:00,doming,email,cel,3.3,16.11,19,0,0,305.52,1,-9.67,310.89,89.02,1.8,19.66,moda,SP,REC,Direct,0
117160,2025-02-01T19:00:00.000000000,12:00,doming,email,MOBILE,1.67,23.36,16,1,1,271.14,nao,18.32,311.14,97.18,1.34,74.54,casa,PE,recorrente,Direct,1
111350,2025-04-20T05:00:00.000000000,12:00,seg,ORGANIC,Desktop,4.3,26.8,7,0,1,266.92,nao,29.4,240.34,134.6,0.65,87.97,moda,MG,REC,Email,0
111647,2025-03-27T11:00:00.000000000,12:00,doming,ORGANIC,desktop,1.17,78.26,4,0,1,254.59,cupom,23.16,280.15,134.14,0.56,39.77,eletronico,BA,novo,Email,0
119119,2025-01-30T04:00:00.000000000,26:30:00,seg,ORGANIC,mobile,3.51,22.43,6,0,0,361.71,cupom,18.82,311.32,18.39,-0.04,10.11,moda,MG,novo,Ads,0
101859,2025-01-25T17:00:00.000000000,12:00,terca,Dirct,MOBILE,5.16,41.61,7,1,1,520.02,Não,-9.36,481.47,92.43,1.73,10.71,beleza,PE,Novo,Ads,0
115712,2025-02-01T19:00:00.000000000,99:13:00,seg,Email,desk,3.25,59.26,18,1,0,384.23,1,05.04,400.33,111.15,1.11,64.17,casa,SC,REC,Ads,1
104338,2025-01-26T10:00:00.000000000,12:00,doming,Social,MOBILE,0.64,56.74,0,0,1,217.93,0,17.84,293.76,63.82,0.87,42.56,BELEZA,RS,Novo,SEO,0
107387,2025-04-24T16:00:00.000000000,26:30:00,terca,Paid,MOBILE,60.0,15.4,3,0,0,266.84,0,43.44,180.41,50.78,-0.32,72.24,eletronico,MG,recorrente,Social,0
116689,2025-02-18T18:00:00.000000000,12:00,terca,Direct,MOBILE,2.86,50.57,19,0,1,198.09,1,13.79,226.31,110.02,0.33,62.46,eletronicos,PE,novo,Social,0
109398,2025-04-20T10:00:00.000000000,12:00,doming,Email,desktop,,96.18,7,1,1,296.32,0,25.03,169.07,68.55,0.56,94.68,beleza,RS,novo,Direct,0
103597,2025-01-24T23:00:00.000000000,26:30:00,2feira,ORGANIC,Desktop,0.0,84.16,7,1,0,91.96,nao,10.51,57.64,-1.03,0.06,4.66,moda,RJ,novo,Email,0
110356,2025-03-02T23:00:00.000000000,12:00,2feira,Dirct,mob,2.32,59.21,20,1,1,420.3,0,24.64,353.17,38.67,-0.7,12.54,beleza,RS,novo,Ads,1
115198,2025-04-12T09:00:00.000000000,12:00,doming,Dirct,Desktop,2.48,51.54,9,1,0,326.88,nao,43.98,292.71,15.2,-0.86,42.49,beleza,RJ,novo,Social,1
118037,2025-03-07T13:00:00.000000000,12:00,terca,Email,desktop,03.01,118.33,19,0,1,237.04,cupom,21.29,203.67,129.94,1.14,86.35,casa,BA,novo,Social,0
101815,2025-01-18T07:00:00.000000000,12:00,seg,Email,mobile,2.18,126.79,11,1,1,290.74,sim,22.02,199.07,87.33,-0.33,88.95,BELEZA,SP,REC,Ads,1
114285,2025-02-12T01:00:00.000000000,12:00,terca,Direct,cel,6.41,19.21,9,1,1,293.99,0,41.28,350.42,66.27,-0.62,37.2,BELEZA,RS,recorrente,Email,0
115749,2025-04-27T00:00:00.000000000,12:00,seg,paid,cel,2.4,34.33,1,0,0,325.71,1,10.15,346.47,-2.31,1.16,82.72,BELEZA,MG,recorrente,Email,0
107962,2025-01-04T09:00:00.000000000,12:00,doming,ORGANIC,desk,1.29,38.93,9,0,0,313.86,1,24.97,280.84,76.02,0.31,95.45,moda,SC,Novo,Social,0
104540,2025-02-01T07:00:00.000000000,12:00,terca,Direct,mobile,5.87,83.54,14,1,1,443.15,0,13.02,523.45,119.06,-0.03,93.94,BELEZA,BA,REC,Email,0
109240,2025-02-14T14:00:00.000000000,12:00,2feira,Direct,Desktop,2.32,58.71,17,0,1,418.11,sim,38.62,460.9,-8.25,-0.98,23.08,casa,SP,REC,Email,0
103506,2025-01-26T18:00:00.000000000,12:00,terca,paid,desk,6.73,46.05,10,0,0,3.8,SIM,20.21,18.83,76.23,-0.28,0.87,eletronico,BA,novo,Social,0
101846,2025-04-28T06:00:00.000000000,12:00,2feira,paid,desktop,5.2,125.27,8,1,0,339.36,1,41.32,357.95,114.48,-0.93,28.86,casa,RJ,recorrente,Direct,0
105073,2025-03-20T13:00:00.000000000,12:00,terca,seo,desk,2.88,78.17,4,1,1,624.67,sim,51.77,593.77,-13.39,-0.93,16.68,eletronico,BA,novo,Social,1
109840,2025-03-02T11:00:00.000000000,12:00,doming,Paid,Desktop,3.96,25.64,0,1,0,209.93,SIM,12.56,222.73,144.02,0.38,73.14,casa,BA,recorrente,SEO,1
112898,2025-01-24T01:00:00.000000000,12:00,doming,Email,mob,1.71,59.95,3,0,1,355.67,Não,44.07,260.51,56.99,-0.3,30.51,casa,PR,recorrente,Ads,0
104580,2025-04-07T02:00:00.000000000,12:00,seg,seo,desktop,1.5,54.4,4,0,1,237.0,cupom,44.94,241.58,80.85,-0.31,14.21,eletronico,SP,recorrente,Direct,0
105562,2025-01-16T18:00:00.000000000,12:00,terca,paid,desktop,06.01,119.78,6,0,1,62.96,0,21.92,67.63,92.05,0.05,29.46,beleza,SC,recorrente,Email,0
101862,2025-01-20T03:00:00.000000000,12:00,doming,Social,cel,03.07,17.32,20,1,0,477.7,SIM,13.0,492.77,121.42,0.46,74.14,BELEZA,MG,novo,Direct,1
109807,2025-02-21T02:00:00.000000000,12:00,seg,paid,desktop,3.44,57.35,0,0,1,406.57,1,41.58,386.21,48.94,0.58,2.34,BELEZA,BA,REC,SEO,0
101825,1899-01-01,12:00,doming,ORGANIC,mob,2.82,66.88,17,0,0,23.19,SIM,25.5,-9.84,-2.87,0.91,97.54,BELEZA,PE,recorrente,Ads,0
106266,2025-04-07T12:00:00.000000000,12:00,terca,Direct,cel,04.06,108.42,12,1,0,261.3,sim,19.3,228.17,115.43,0.62,8.66,moda,BA,REC,Direct,1
104316,2025-03-12T06:00:00.000000000,12:00,terca,paid,cel,3.23,59.6,17,1,0,376.68,nao,29.53,523.14,7.57,0.23,0.44,moda,MG,recorrente,SEO,1
100060,2025-02-28T02:00:00.000000000,12:00,terca,Email,mob,3.95,90.33,14,0,0,391.06,SIM,22.16,450.55,81.81,1.91,26.26,beleza,RJ,novo,Ads,0
113982,2025-04-28T10:00:00.000000000,12:00,seg,insta,mobile,3.95,91.32,14,0,1,85.92,1,28.71,128.75,-13.63,0.53,19.01,BELEZA,RS,Novo,Social,0
100537,2025-01-27T21:00:00.000000000,12:00,seg,Direct,Desktop,6.53,9.94,19,0,1,400.68,cupom,40.07,364.79,8.23,1.41,40.59,eletronicos,SP,Novo,Email,0
103583,2025-02-07T02:00:00.000000000,12:00,seg,Paid,MOBILE,2.92,35.76,5,0,0,320.89,Não,32.3,350.09,124.5,-0.32,28.47,eletronicos,MG,REC,Ads,0
107657,2025-04-14T20:00:00.000000000,12:00,terca,ORGANIC,mob,3.7,33.13,9,0,0,93.79,0,14.55,83.55,105.27,-0.3,87.62,beleza,PR,REC,Ads,0
111367,2025-02-25T12:00:00.000000000,12:00,doming,Email,mobile,4.16,61.92,13,0,1,260.03,Não,28.44,179.69,-17.4,-0.57,82.33,moda,BA,Novo,Direct,0
119652,2025-04-04T20:00:00.000000000,12:00,terca,Social,MOBILE,02.05,5.62,19,0,1,394.79,Não,10.83,445.87,94.65,-0.4,98.53,eletronicos,RJ,novo,SEO,0
112052,2025-02-02T07:00:00.000000000,12:00,seg,Paid,cel,4.91,73.53,20,1,1,443.23,sim,5.45,381.65,32.6,-0.31,45.23,eletronico,PE,REC,Email,1
106427,2025-02-27T16:00:00.000000000,12:00,doming,Email,desktop,3.7,44.23,5,0,1,274.14,cupom,28.04,239.0,96.69,-0.2,96.37,eletronico,RS,novo,Ads,0
119325,2025-03-29T18:00:00.000000000,12:00,doming,ORGANIC,mobile,2.78,65.97,12,1,1,503.6,1,37.48,531.32,131.68,0.43,69.21,BELEZA,BA,novo,Direct,1
114654,2025-03-29T20:00:00.000000000,12:00,seg,paid,desktop,2.38,34.06,19,0,1,10000.0,cupom,-2.9,9998.27,3.46,1.86,76.79,beleza,RJ,novo,Email,0
109163,2025-01-09T03:00:00.000000000,12:00,doming,Direct,mob,,69.96,6,1,0,355.0,sim,43.2,202.54,-10.77,0.4,25.0,casa,RS,Novo,Social,0
108071,2025-04-23T12:00:00.000000000,12:00,seg,Paid,Desktop,4.36,68.1,18,0,1,420.12,cupom,60.87,334.25,41.84,0.47,52.79,casa,SP,Novo,Email,0
115490,2025-03-29T01:00:00.000000000,12:00,terca,ORGANIC,Desktop,4.76,0.21,7,0,0,161.87,1,51.96,61.77,102.85,0.74,71.01,moda,SC,REC,Email,0
100787,2025-02-06T04:00:00.000000000,12:00,2feira,Social,mob,5.36,46.82,18,0,1,312.93,SIM,-23.69,410.29,95.01,0.51,69.54,beleza,PR,Novo,Ads,0
100697,2025-04-10T07:00:00.000000000,12:00,seg,Dirct,mob,3.31,77.68,7,0,1,131.52,Não,34.98,117.73,49.15,-0.95,97.69,eletronicos,BA,recorrente,Email,0
100459,2025-02-03T18:00:00.000000000,12:00,terca,Email,MOBILE,6.61,139.32,0,0,0,75.54,nao,28.14,46.93,36.22,-0.65,95.38,eletronico,MG,REC,Social,0
112892,2025-01-30T12:00:00.000000000,12:00,seg,insta,mob,4.18,30.06,19,1,1,203.94,SIM,37.98,232.54,133.37,1.54,42.42,eletronico,SP,Novo,Direct,1
108487,2025-02-01T21:00:00.000000000,12:00,doming,Direct,mob,6.14,57.84,17,1,1,189.43,sim,46.37,193.4,124.24,0.59,54.17,BELEZA,MG,novo,Social,0
119606,2025-02-12T16:00:00.000000000,12:00,terca,Direct,Desktop,3.33,21.88,0,0,0,289.04,1,29.72,244.8,30.61,0.7,9.92,moda,RS,novo,Ads,0
112515,2025-01-01T19:00:00.000000000,12:00,terca,ORGANIC,desk,6.21,76.98,16,0,0,379.15,1,,467.35,108.96,0.35,91.38,moda,PE,Novo,Direct,0
100947,2025-02-11T03:00:00.000000000,99:13:00,2feira,Direct,desk,4.12,0.88,16,0,1,288.85,nao,14.9,394.82,113.17,0.61,36.21,BELEZA,RJ,REC,Ads,0
118487,2025-04-02T19:00:00.000000000,12:00,seg,Paid,desktop,2.56,29.86,11,1,0,200.11,cupom,27.53,222.37,55.77,0.9,47.39,beleza,SP,novo,Email,1
118152,2025-04-15T07:00:00.000000000,12:00,doming,Social,desk,3.19,59.27,9,1,1,333.75,nao,28.49,280.65,135.86,1.27,94.85,moda,PE,Novo,Email,1
105001,2025-04-01T19:00:00.000000000,12:00,doming,paid,mobile,4.46,54.44,9,0,0,158.6,Não,36.58,196.14,-11.97,-0.29,16.22,casa,RS,novo,Social,0
103115,2025-01-19T13:00:00.000000000,26:30:00,terca,seo,mob,0.74,39.22,6,0,1,295.27,Não,27.09,316.47,97.6,0.5,47.44,beleza,SC,recorrente,Social,0
102421,2025-02-21T19:00:00.000000000,12:00,seg,insta,mob,4.45,38.57,7,0,1,476.27,Não,48.18,518.0,39.76,1.75,61.33,moda,SP,recorrente,Email,0
113504,2025-04-19T20:00:00.000000000,12:00,seg,Direct,cel,0.09,26.85,4,1,1,282.51,cupom,11.0,359.25,46.29,0.74,43.96,beleza,PR,REC,Ads,1
101543,2025-04-12T08:00:00.000000000,12:00,terca,Paid,desk,4.38,0.0,8,1,1,9.11,SIM,16.39,33.62,115.99,1.53,68.61,casa,RS,recorrente,Social,0
100505,2025-01-12T00:00:00.000000000,12:00,doming,Direct,desk,2.36,54.16,19,0,1,64.14,1,,111.74,51.7,01.05,98.46,eletronico,SP,Novo,Ads,0
106563,2025-01-16T20:00:00.000000000,12:00,seg,paid,desktop,1.56,0.47,16,0,1,428.02,0,31.5,455.87,96.59,0.03,18.87,beleza,PR,recorrente,Social,0
101229,2025-01-05T09:00:00.000000000,99:13:00,2feira,ORGANIC,mobile,2.87,73.07,8,1,1,401.08,0,57.03,361.18,120.29,1.97,67.82,eletronicos,PE,Novo,Direct,1
104234,2025-04-24T13:00:00.000000000,12:00,2feira,email,mobile,6.53,75.65,0,1,0,293.9,SIM,10.91,255.62,74.95,0.79,81.37,eletronico,SC,novo,Direct,0
102693,2025-04-07T15:00:00.000000000,12:00,terca,Dirct,MOBILE,7.37,107.54,20,1,0,461.18,1,-3.87,415.93,8.91,-0.8,7.89,eletronico,SC,Novo,SEO,0
117725,2025-03-29T08:00:00.000000000,12:00,2feira,insta,desk,3.29,126.09,1,1,0,363.21,sim,20.36,343.03,62.0,-0.34,9.19,moda,SC,recorrente,Social,1
118026,2025-01-08T18:00:00.000000000,12:00,2feira,email,desktop,6.86,56.95,9,1,0,385.38,SIM,43.45,318.7,91.9,-0.33,65.31,BELEZA,PR,REC,SEO,0
103444,2025-01-06T02:00:00.000000000,12:00,2feira,seo,Desktop,4.63,112.76,0,0,0,171.35,nao,13.6,170.65,-19.85,0.22,14.09,beleza,SP,recorrente,Direct,0
115657,2025-03-09T15:00:00.000000000,12:00,seg,Social,cel,7.46,69.15,20,0,1,476.48,nao,10.08,552.94,106.31,-0.61,12.31,eletronico,PR,REC,SEO,0
101752,2025-01-21T16:00:00.000000000,99:13:00,doming,Direct,MOBILE,4.23,82.13,19,0,0,583.36,0,35.14,563.68,132.2,1.17,4.76,eletronico,RS,novo,SEO,0
113235,2025-03-03T15:00:00.000000000,12:00,seg,Paid,desk,5.49,39.68,12,0,1,534.92,Não,27.35,559.24,-8.53,-0.5,34.52,eletronico,BA,recorrente,Social,0
118489,2025-01-12T16:00:00.000000000,12:00,doming,Social,Desktop,02.03,57.39,10,0,1,333.18,cupom,28.9,308.23,109.68,-0.27,84.3,moda,PR,novo,Direct,0
112989,2025-04-16T10:00:00.000000000,12:00,seg,ORGANIC,MOBILE,6.55,44.15,6,1,0,359.84,0,,325.34,-0.07,1.23,92.12,beleza,MG,Novo,SEO,0
104583,2025-03-21T10:00:00.000000000,12:00,2feira,paid,mob,5.8,22.97,5,0,1,483.76,sim,4.22,484.33,26.84,-0.39,78.08,BELEZA,SC,recorrente,Direct,0
105875,2025-03-22T06:00:00.000000000,12:00,terca,Direct,mobile,6.45,46.01,17,1,1,261.02,nao,61.45,255.98,10.49,1.62,52.38,eletronico,PR,novo,Ads,0
118067,2025-04-04T01:00:00.000000000,12:00,seg,Dirct,mobile,7.31,3.59,0,1,1,445.95,1,14.8,359.55,52.02,1.25,61.04,moda,SC,novo,Email,0
110562,2025-04-27T21:00:00.000000000,12:00,terca,paid,MOBILE,3.49,69.3,6,1,0,202.72,SIM,42.57,176.89,16.18,-0.26,66.26,casa,RS,REC,Ads,1
101253,2025-04-05T17:00:00.000000000,12:00,seg,email,Desktop,,39.92,11,0,0,516.98,sim,-0.69,492.8,93.96,0.27,2.47,beleza,SC,recorrente,Ads,0
109637,2025-03-23T03:00:00.000000000,26:30:00,seg,Social,MOBILE,0.44,63.75,17,0,1,501.74,0,15.89,516.93,113.31,-0.42,10.32,BELEZA,PE,REC,Direct,0
110335,2025-01-27T04:00:00.000000000,12:00,terca,ORGANIC,cel,2.38,11.29,7,0,0,528.63,1,0.01,507.0,51.92,-0.94,63.2,beleza,PE,novo,Ads,0
119022,2025-02-09T19:00:00.000000000,12:00,seg,Social,desk,1.7,21.42,14,1,1,388.66,1,3.66,301.01,104.87,1.3,68.25,moda,BA,recorrente,SEO,1
117597,2025-02-16T17:00:00.000000000,99:13:00,seg,Direct,desk,5.77,46.78,8,1,0,143.82,cupom,1.38,103.3,12.24,1.5,76.59,eletronicos,RJ,REC,Ads,0
